법정동코드, 주택가격 ,행정구,상세주소
4511111000,2290000,완산구,풍남동3가
4511111000,1180000,완산구,풍남동3가
4511111000,961000,완산구,풍남동3가
4511111000,1420000,완산구,풍남동3가
4511111000,229000000,완산구,풍남동3가
4511111000,259000000,완산구,풍남동3가
4511111000,342000000,완산구,풍남동3가
4511111000,213000000,완산구,풍남동3가
4511111000,90300000,완산구,풍남동3가
4511111000,90200000,완산구,풍남동3가
4511111000,169000000,완산구,풍남동3가
4511111000,227000000,완산구,풍남동3가
4511111000,112000000,완산구,풍남동3가
4511111000,41400000,완산구,풍남동3가
4511111000,79500000,완산구,풍남동3가
4511111000,71200000,완산구,풍남동3가
4511111000,141000000,완산구,풍남동3가
4511111000,111000000,완산구,풍남동3가
4511111000,229000000,완산구,풍남동3가
4511111000,51700000,완산구,풍남동3가
4511111000,87300000,완산구,풍남동3가
4511111000,410000000,완산구,풍남동3가
4511111000,159000000,완산구,풍남동3가
4511111000,192000000,완산구,풍남동3가
4511111000,321000000,완산구,풍남동3가
4511111000,861000000,완산구,풍남동3가
4511111000,166000000,완산구,풍남동3가
4511111000,242000000,완산구,풍남동3가
4511111000,72500000,완산구,풍남동3가
4511111000,98300000,완산구,풍남동3가
4511111000,219000000,완산구,풍남동3가
4511111000,601000000,완산구,풍남동3가
4511111000,68700000,완산구,풍남동3가
4511111000,382000000,완산구,풍남동3가
4511111000,76900000,완산구,풍남동3가
